Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1995","1995","kg/ha","8351.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1995","1995","t","63046","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1996","1996","ha","7205","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1996","1996","kg/ha","10304.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1996","1996","t","74244","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1997","1997","ha","6633","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1997","1997","kg/ha","10534.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1997","1997","t","69873","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1998","1998","ha","6483","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1998","1998","kg/ha","9943.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1998","1998","t","64464","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1999","1999","ha","6361","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1999","1999","kg/ha","9988.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1999","1999","t","63539","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2000","2000","ha","6049","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2000","2000","kg/ha","11676.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2000","2000","t","70632","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2001","2001","ha","5853","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2001","2001","kg/ha","12226","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2001","2001","t","71559","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2002","2002","ha","6101","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2002","2002","kg/ha","11155.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2002","2002","t","68058","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2003","2003","ha","5895","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2003","2003","kg/ha","17601","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2003","2003","t","103758","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2004","2004","ha","5316","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2004","2004","kg/ha","8640.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2004","2004","t","45931","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2005","2005","ha","6067","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2005","2005","kg/ha","14651.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2005","2005","t","88890","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2006","2006","ha","4421","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2006","2006","kg/ha","14120.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2006","2006","t","62425","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2007","2007","ha","4619","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2007","2007","kg/ha","13607.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2007","2007","t","62852","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2008","2008","ha","4590","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2008","2008","kg/ha","11454.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2008","2008","t","52576","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2009","2009","ha","4538","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2009","2009","kg/ha","14568.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2009","2009","t","66111","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2010","2010","ha","5096","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2010","2010","kg/ha","11847.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2010","2010","t","60375","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2011","2011","ha","4272","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2011","2011","kg/ha","15663.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2011","2011","t","66913","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2012","2012","ha","3899","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2012","2012","kg/ha","13920","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2012","2012","t","54274","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2013","2013","ha","3907","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2013","2013","kg/ha","17110.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2013","2013","t","66849","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2014","2014","ha","3463","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2014","2014","kg/ha","17699.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2014","2014","t","61292","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2015","2015","ha","2914","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2015","2015","kg/ha","15646.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2015","2015","t","45595","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2016","2016","ha","3147","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2016","2016","kg/ha","16762.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2016","2016","t","52751","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2017","2017","ha","3117","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2017","2017","kg/ha","15681.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2017","2017","t","48878","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2018","2018","ha","3100","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2018","2018","kg/ha","18438.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2018","2018","t","57160","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2019","2019","ha","3080","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2019","2019","kg/ha","14987","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2019","2019","t","46160","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2020","2020","ha","3090","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2020","2020","kg/ha","15093.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2020","2020","t","46640","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2021","2021","ha","3170","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2021","2021","kg/ha","15602.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2021","2021","t","49460","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2022","2022","ha","3200","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2022","2022","kg/ha","13225","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2022","2022","t","42320","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2023","2023","ha","3230","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2023","2023","kg/ha","12894.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2023","2023","t","41650","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","2024","2024","ha","3200","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","2024","2024","kg/ha","12275","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","2024","2024","t","39280","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1961","1961","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1961","1961","t","629800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1962","1962","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1962","1962","t","370500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1963","1963","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1963","1963","t","662800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1964","1964","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1964","1964","t","318100","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1965","1965","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1965","1965","t","694800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1966","1966","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1966","1966","t","837400","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1967","1967","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1967","1967","t","669700","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1968","1968","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1968","1968","t","562300","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1969","1969","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1969","1969","t","962000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1970","1970","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1970","1970","t","697068","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1971","1971","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1971","1971","t","459400","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1972","1972","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1972","1972","t","760800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1973","1973","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1973","1973","t","384100","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1974","1974","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1974","1974","t","530961","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1975","1975","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1975","1975","t","414221","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1976","1976","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1976","1976","t","566657","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1977","1977","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1977","1977","t","510203","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1978","1978","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1978","1978","t","602365","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1979","1979","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1979","1979","t","782615","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1980","1980","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1980","1980","t","578600","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1981","1981","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1981","1981","t","442097","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1982","1982","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1982","1982","t","834566","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1983","1983","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1983","1983","t","749024","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1984","1984","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1984","1984","t","876539","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1985","1985","ha","93000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1985","1985","kg/ha","8779.6","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1985","1985","t","816500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1986","1986","ha","91000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1986","1986","kg/ha","5944","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1986","1986","t","540900","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1987","1987","ha","91000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1987","1987","kg/ha","5939.6","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1987","1987","t","540500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1988","1988","ha","91000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1988","1988","kg/ha","5870.3","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1988","1988","t","534200","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1989","1989","ha","91000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1989","1989","kg/ha","5426.4","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1989","1989","t","493800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1990","1990","ha","90000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1990","1990","kg/ha","4994.4","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1990","1990","t","449500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1991","1991","ha","102917","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1991","1991","kg/ha","4070.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1991","1991","t","418930","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1992","1992","ha","101116","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1992","1992","kg/ha","3428.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1992","1992","t","346710","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1993","1993","ha","104322","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1993","1993","kg/ha","6745.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1993","1993","t","703748","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1994","1994","ha","101536","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1994","1994","kg/ha","3798.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1994","1994","t","385674","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1995","1995","ha","102128","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1995","1995","kg/ha","2472.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1995","1995","t","252495","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1996","1996","ha","100172","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1996","1996","kg/ha","6618.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1996","1996","t","662995","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1997","1997","ha","98618","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1997","1997","kg/ha","4984.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1997","1997","t","491577","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1998","1998","ha","99153","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1998","1998","kg/ha","4078.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1998","1998","t","404370","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","1999","1999","ha","98781","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","1999","1999","kg/ha","3657.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","1999","1999","t","361258","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2000","2000","ha","95661","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2000","2000","kg/ha","5745.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2000","2000","t","549627","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2001","2001","ha","96018","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2001","2001","kg/ha","5802.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2001","2001","t","557165","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2002","2002","ha","87781","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2002","2002","kg/ha","2513.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2002","2002","t","220638","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2003","2003","ha","94489","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2003","2003","kg/ha","9627","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2003","2003","t","909648","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2004","2004","ha","96996","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2004","2004","kg/ha","4905","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2004","2004","t","475767","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2005","2005","ha","93866","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2005","2005","kg/ha","6630.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2005","2005","t","622357","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2006","2006","ha","78940","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2006","2006","kg/ha","7584.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2006","2006","t","598753","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2007","2007","ha","76225","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2007","2007","kg/ha","4888.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2007","2007","t","372631","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2008","2008","ha","75292","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2008","2008","kg/ha","6312.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2008","2008","t","475290","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2009","2009","ha","74688","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2009","2009","kg/ha","7145.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2009","2009","t","533691","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2010","2010","ha","69288","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2010","2010","kg/ha","9018.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2010","2010","t","624884","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2011","2011","ha","68197","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2011","2011","kg/ha","8410.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2011","2011","t","573596","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2012","2012","ha","68478","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2012","2012","kg/ha","6192.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2012","2012","t","424068","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2013","2013","ha","68008","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2013","2013","kg/ha","7535.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2013","2013","t","512459","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2014","2014","ha","66552","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2014","2014","kg/ha","7442.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2014","2014","t","495287","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2015","2015","ha","65671","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2015","2015","kg/ha","7559.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2015","2015","t","496468","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2016","2016","ha","65114","A","Official figure",""
